Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Brayden McNabb,20212022,VGK,L,D,69,3,15,18,10,42,0.26,3,17,0,0,0,1,0,0,85,3.5,19:42,--,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,3,66,20112012,N,Regular Season
Mason McTavish,20212022,ANA,L,C,9,2,1,3,3,2,0.33,2,2,0,1,0,0,0,1,12,16.7,13:05,0,2003-01-30,Zurich,--,CHE,CAN,73,219,2021,1,3,20212022,N,Regular Season
Jaycob Megna,20212022,SJS,L,D,44,2,6,8,-1,16,0.18,2,8,0,0,0,0,0,0,40,5,19:07,--,1992-12-10,Plantation,FL,USA,USA,78,214,2012,7,210,20162017,N,Regular Season
Jayson Megna,20212022,COL,R,C,20,0,3,3,-2,4,0.15,0,3,0,0,0,0,0,0,19,0,10:18,48.3,1990-02-01,Fort Lauderdale,FL,USA,USA,72,190,--,--,--,20132014,N,Regular Season
Timo Meier,20212022,SJS,L,R,77,35,41,76,-3,54,0.99,23,58,12,18,0,0,1,8,326,10.7,19:09,48.7,1996-10-08,Herisau,--,CHE,CHE,73,220,2015,1,9,20162017,N,Regular Season
Nicolas Meloche,20212022,SJS,R,D,50,2,5,7,-17,39,0.14,2,6,0,0,0,1,0,1,36,5.6,16:53,--,1997-07-18,LaSalle,QC,CAN,CAN,75,203,2015,2,40,20202021,N,Regular Season
Dawson Mercer,20212022,NJD,R,C,82,17,25,42,-25,28,0.51,14,35,2,5,1,2,0,2,154,11,16:32,35.4,2001-10-27,Carbonear,NL,CAN,CAN,72,180,2020,1,18,20212022,N,Regular Season
Nick Merkley,20212022,SJS,R,R,9,1,2,3,-2,0,0.33,1,2,0,1,0,0,0,0,7,14.3,12:25,54.6,1997-05-23,Calgary,AB,CAN,CAN,70,195,2015,1,30,20172018,N,Regular Season
Ryan Merkley,20212022,SJS,R,D,39,1,5,6,-10,8,0.15,1,4,0,2,0,0,0,0,36,2.8,15:23,--,2000-08-14,Oakville,ON,CAN,CAN,72,186,2018,1,21,20212022,N,Regular Season
Dakota Mermis,20212022,MIN,L,D,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,13:54,--,1994-01-05,Alton,IL,USA,USA,72,197,--,--,--,20172018,N,Regular Season
Jon Merrill,20212022,MIN,L,D,69,4,16,20,15,22,0.29,4,20,0,0,0,0,0,0,59,6.8,17:07,--,1992-02-03,Oklahoma City,OK,USA,USA,75,204,2010,2,38,20132014,N,Regular Season
Victor Mete,20212022,OTT,L,D,37,0,7,7,-19,4,0.19,0,6,0,1,0,0,0,0,27,0,14:37,--,1998-06-07,Woodbridge,ON,CAN,CAN,69,187,2016,4,100,20172018,N,Regular Season
Carson Meyer,20212022,CBJ,R,R,13,1,2,3,0,6,0.23,1,3,0,0,0,0,0,0,13,7.7,8:14,--,1997-08-18,Powell,OH,USA,USA,71,187,2017,6,179,20212022,N,Regular Season
Ben Meyers,20212022,COL,L,C,5,1,0,1,-2,0,0.2,1,1,0,0,0,0,0,0,8,12.5,9:57,45.8,1998-11-15,Delano,MN,USA,USA,71,194,--,--,--,20212022,N,Regular Season
Jake Middleton,20212022,"SJS,MIN",L,D,66,4,10,14,10,82,0.21,4,12,0,1,0,1,0,0,73,5.5,18:41,--,1996-01-02,Wainwright,AB,CAN,CAN,75,219,2014,7,210,20182019,N,Regular Season
Ilya Mikheyev,20212022,TOR,L,R,53,21,11,32,16,26,0.6,13,23,4,5,4,4,0,4,147,14.3,15:16,0,1994-10-10,Omsk,--,RUS,RUS,74,192,--,--,--,20192020,N,Regular Season
Niko Mikkola,20212022,STL,L,D,54,3,10,13,-6,55,0.24,2,12,0,0,1,1,0,0,58,5.2,16:59,--,1996-04-27,Kiiminki,--,FIN,FIN,78,204,2015,5,127,20192020,N,Regular Season
Sonny Milano,20212022,ANA,L,L,66,14,20,34,-9,10,0.52,9,24,5,10,0,0,0,3,94,14.9,15:17,0,1996-05-12,Massapequa,NY,USA,USA,72,194,2014,1,16,20152016,N,Regular Season
Colin Miller,20212022,BUF,R,D,38,2,12,14,-2,21,0.37,2,11,0,3,0,0,0,0,48,4.2,18:59,--,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,5,151,20152016,N,Regular Season
J.T. Miller,20212022,VAN,L,C,80,32,67,99,15,47,1.24,24,59,8,38,0,2,3,6,206,15.5,21:05,54.1,1993-03-14,East Palestine,OH,USA,USA,73,218,2011,1,15,20122013,N,Regular Season
K'Andre Miller,20212022,NYR,L,D,82,7,13,20,23,24,0.24,6,19,1,1,0,0,1,2,102,6.9,20:36,--,2000-01-21,St. Paul,MN,USA,USA,77,210,2018,1,22,20202021,N,Regular Season
Daniil Miromanov,20212022,VGK,R,D,11,0,1,1,0,2,0.09,0,1,0,0,0,0,0,0,15,0,9:47,--,1997-07-11,Moscow,--,RUS,RUS,76,207,--,--,--,20212022,N,Regular Season
Ian Mitchell,20212022,CHI,R,D,8,0,1,1,-3,0,0.13,0,0,0,1,0,0,0,0,2,0,11:56,--,1999-01-18,St. Albert,AB,CAN,CAN,72,192,2017,2,57,20202021,N,Regular Season
Casey Mittelstadt,20212022,BUF,L,C,40,6,13,19,-14,4,0.48,5,12,1,7,0,0,1,1,79,7.6,16:07,44.7,1998-11-22,Eden Prairie,MN,USA,USA,73,195,2017,1,8,20172018,N,Regular Season
Sean Monahan,20212022,CGY,L,C,65,8,15,23,-15,24,0.35,3,10,5,13,0,0,0,2,111,7.2,14:04,53.2,1994-10-12,Brampton,ON,CAN,CAN,74,197,2013,1,6,20132014,N,Regular Season
Brandon Montour,20212022,FLA,R,D,81,11,26,37,15,48,0.46,10,29,1,8,0,0,1,1,153,7.2,17:54,--,1994-04-11,Brantford,ON,CAN,CAN,72,199,2014,2,55,20162017,N,Regular Season
John Moore,20212022,BOS,L,D,7,0,1,1,2,4,0.14,0,0,0,0,0,1,0,0,7,0,17:34,--,1990-11-19,Winnetka,IL,USA,USA,75,207,2009,1,21,20102011,N,Regular Season
Trevor Moore,20212022,LAK,L,L,81,17,31,48,20,20,0.59,11,40,1,2,5,6,0,1,202,8.4,15:41,41.8,1995-03-31,Thousand Oaks,CA,USA,USA,71,195,--,--,--,20182019,N,Regular Season
Josh Morrissey,20212022,WPG,L,D,79,12,25,37,-3,66,0.47,6,22,6,15,0,0,0,3,173,6.9,23:40,--,1995-03-28,Calgary,AB,CAN,CAN,72,195,2013,1,13,20152016,N,Regular Season
J.J. Moser,20212022,ARI,L,D,43,4,11,15,-10,16,0.35,3,13,1,2,0,0,0,1,40,10,18:42,--,2000-06-06,Biel,--,CHE,CHE,74,181,2021,2,60,20212022,N,Regular Season
Tyler Motte,20212022,"VAN,NYR",L,C,58,7,8,15,2,22,0.26,6,14,0,0,1,1,0,1,101,6.9,14:01,57.9,1995-03-10,St. Clair,MI,USA,USA,70,194,2013,4,121,20162017,N,Regular Season
Jacob Moverare,20212022,LAK,L,D,19,0,2,2,3,2,0.11,0,2,0,0,0,0,0,0,15,0,16:20,--,1998-08-31,Ostersund,--,SWE,SWE,75,210,2016,4,112,20212022,N,Regular Season
Connor Murphy,20212022,CHI,R,D,57,4,6,10,-14,47,0.18,4,10,0,0,0,0,0,1,71,5.6,21:46,--,1993-03-26,Dublin,OH,USA,USA,76,212,2011,1,20,20132014,N,Regular Season
Brett Murray,20212022,BUF,L,L,19,2,4,6,-3,23,0.32,2,5,0,1,0,0,0,0,14,14.3,12:59,--,1998-07-20,Bolton,ON,CAN,CAN,77,228,2016,4,99,20202021,N,Regular Season
Ryan Murray,20212022,COL,L,D,37,0,4,4,-3,2,0.11,0,3,0,0,0,1,0,0,26,0,14:05,--,1993-09-27,Regina,SK,CAN,CAN,73,206,2012,1,2,20132014,N,Regular Season
Jake Muzzin,20212022,TOR,L,D,47,3,11,14,-6,16,0.3,3,13,0,0,0,1,0,0,75,4,20:44,--,1989-02-21,Woodstock,ON,CAN,CAN,75,227,2007,5,141,20102011,N,Regular Season
Philippe Myers,20212022,NSH,R,D,27,1,3,4,5,12,0.15,1,4,0,0,0,0,0,0,28,3.6,14:53,--,1997-01-25,Moncton,NB,CAN,CAN,77,219,--,--,--,20182019,N,Regular Season
Tyler Myers,20212022,VAN,R,D,82,1,17,18,15,66,0.22,1,17,0,1,0,0,0,0,128,0.8,21:59,--,1990-02-01,Houston,TX,USA,CAN,80,229,2008,1,12,20092010,N,Regular Season
Vladislav Namestnikov,20212022,"DET,DAL",L,C,75,16,14,30,2,45,0.4,15,28,0,1,1,1,0,1,91,17.6,14:39,45.6,1992-11-22,Zhukovskiy,--,RUS,RUS,72,181,2011,1,27,20132014,N,Regular Season
Riley Nash,20212022,"WPG,TBL,ARI",R,C,49,0,4,4,-5,10,0.08,0,4,0,0,0,0,0,0,36,0,11:26,52.1,1989-05-09,Consort,AB,CAN,CAN,73,187,2007,1,21,20112012,N,Regular Season
James Neal,20212022,STL,L,L,19,2,2,4,-1,0,0.21,1,2,1,2,0,0,0,1,31,6.5,11:58,0,1987-09-03,Whitby,ON,CAN,CAN,75,212,2005,2,33,20082009,N,Regular Season
Martin Necas,20212022,CAR,R,C,78,14,26,40,5,32,0.51,11,35,2,4,1,1,1,6,159,8.8,16:11,44.7,1999-01-15,Nove Mesto na Morave,--,CZE,CZE,75,195,2017,1,12,20172018,N,Regular Season
Jake Neighbours,20212022,STL,L,L,9,1,1,2,-2,2,0.22,1,2,0,0,0,0,0,1,8,12.5,9:19,33.3,2002-03-29,Calgary,AB,CAN,CAN,72,201,2020,1,26,20212022,N,Regular Season
Brock Nelson,20212022,NYI,L,C,72,37,22,59,-5,33,0.82,26,45,11,14,0,0,0,5,171,21.6,17:41,49.4,1991-10-15,Warroad,MN,USA,USA,76,205,2010,1,30,20132014,N,Regular Season
Patrik Nemeth,20212022,NYR,L,D,63,2,5,7,-9,28,0.11,2,7,0,0,0,0,0,1,52,3.9,16:38,--,1992-02-08,Stockholm,--,SWE,SWE,76,230,2010,2,41,20132014,N,Regular Season
Alex Newhook,20212022,COL,L,C,71,13,20,33,11,12,0.46,10,27,3,6,0,0,0,5,113,11.5,13:34,34.7,2001-01-28,St. John's,NL,CAN,CAN,71,200,2019,1,16,20202021,N,Regular Season
Valeri Nichushkin,20212022,COL,L,R,62,25,27,52,21,14,0.84,18,41,5,9,2,2,0,5,180,13.9,19:02,0,1995-03-04,Chelyabinsk,--,RUS,RUS,76,210,2013,1,10,20132014,N,Regular Season
Nino Niederreiter,20212022,CAR,L,R,75,24,20,44,29,34,0.59,20,39,4,5,0,0,0,5,144,16.7,14:50,48.7,1992-09-08,Chur,--,CHE,CHE,74,218,2010,1,5,20102011,N,Regular Season
Markus Niemelainen,20212022,EDM,L,D,20,0,1,1,-5,4,0.05,0,1,0,0,0,0,0,0,12,0,13:12,--,1998-06-08,Kuopio,--,FIN,FIN,77,200,2016,3,63,20212022,N,Regular Season
Matt Nieto,20212022,SJS,L,L,70,6,11,17,-20,19,0.24,6,17,0,0,0,0,0,0,82,7.3,14:24,15.4,1992-11-05,Long Beach,CA,USA,USA,71,189,2011,2,47,20132014,N,Regular Season
Sami Niku,20212022,MTL,L,D,13,0,6,6,3,2,0.46,0,5,0,1,0,0,0,0,14,0,15:17,--,1996-10-10,Haapavesi,--,FIN,FIN,73,176,2015,7,198,20172018,N,Regular Season
Stefan Noesen,20212022,CAR,R,R,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,14:20,--,1993-02-12,Plano,TX,USA,USA,73,205,2011,1,21,20142015,N,Regular Season
Mattias Norlinder,20212022,MTL,L,D,6,0,1,1,2,2,0.17,0,1,0,0,0,0,0,0,2,0,12:18,--,2000-04-12,Kramfors,--,SWE,SWE,72,191,2019,3,64,20212022,N,Regular Season
Josh Norris,20212022,OTT,L,C,66,35,20,55,-7,16,0.83,19,32,16,23,0,0,1,8,172,20.4,18:35,51.1,1999-05-05,Oxford,MI,USA,USA,74,196,2017,1,19,20192020,N,Regular Season
Tomas Nosek,20212022,BOS,L,L,75,3,14,17,-9,32,0.23,3,15,0,0,0,2,0,1,84,3.6,13:21,54,1992-09-01,Pardubice,--,CZE,CZE,75,199,--,--,--,20152016,N,Regular Season
Tommy Novak,20212022,NSH,L,C,27,1,6,7,-4,2,0.26,0,3,1,4,0,0,0,0,25,4,11:48,44,1997-04-28,St. Paul,MN,USA,USA,73,179,2015,3,85,20212022,N,Regular Season
Ryan Nugent-Hopkins,20212022,EDM,L,C,63,11,39,50,3,16,0.79,7,22,1,23,3,5,0,1,154,7.1,19:19,40.7,1993-04-12,Burnaby,BC,CAN,CAN,73,192,2011,1,1,20112012,N,Regular Season
Darnell Nurse,20212022,EDM,L,D,71,9,26,35,18,54,0.49,7,26,0,6,2,3,0,0,203,4.4,25:03,--,1995-02-04,Hamilton,ON,CAN,CAN,76,215,2013,1,7,20142015,N,Regular Season
Markus Nutivaara,20212022,FLA,L,D,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,--,7:01,--,1994-06-06,Oulu,--,FIN,FIN,73,187,2015,7,189,20162017,N,Regular Season
William Nylander,20212022,TOR,R,R,81,34,46,80,-9,16,0.99,21,49,13,31,0,0,2,7,256,13.3,18:16,52.3,1996-05-01,Calgary,AB,CAN,SWE,72,202,2014,1,8,20152016,N,Regular Season
Gustav Nyquist,20212022,CBJ,L,R,82,18,35,53,-12,26,0.65,10,39,4,10,4,4,0,0,122,14.8,17:50,46.7,1989-09-01,Halmstad,--,SWE,SWE,71,180,2008,4,121,20112012,N,Regular Season
Liam O'Brien,20212022,ARI,L,C,39,2,1,3,1,106,0.08,2,3,0,0,0,0,0,0,36,5.6,9:29,50,1994-07-29,Halifax,NS,CAN,CAN,73,215,--,--,--,20142015,N,Regular Season
Drew O'Connor,20212022,PIT,L,L,22,3,2,5,-1,4,0.23,3,5,0,0,0,0,0,0,40,7.5,10:17,34.6,1998-06-09,Chatham,NJ,USA,USA,76,209,--,--,--,20202021,N,Regular Season
Logan O'Connor,20212022,COL,R,R,81,8,16,24,10,38,0.3,7,20,0,0,1,4,0,1,127,6.3,13:52,22.7,1996-08-14,Missouri City,TX,USA,USA,72,175,--,--,--,20182019,N,Regular Season
Danny O'Regan,20212022,ANA,R,C,5,0,1,1,-1,0,0.2,0,1,0,0,0,0,0,0,2,0,10:03,39.3,1994-01-30,Berlin,--,DEU,USA,70,180,2012,5,138,20162017,N,Regular Season
Ryan O'Reilly,20212022,STL,L,C,78,21,37,58,11,12,0.74,12,41,9,16,0,1,0,0,168,12.5,19:05,56.8,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,2,33,20092010,N,Regular Season
Jordan Oesterle,20212022,DET,L,D,45,2,6,8,-7,4,0.18,2,8,0,0,0,0,1,1,63,3.2,18:17,--,1992-06-25,Dearborn Heights,MI,USA,USA,72,181,--,--,--,20142015,N,Regular Season
Nikita Okhotiuk,20212022,NJD,L,D,5,1,1,2,-2,2,0.4,1,2,0,0,0,0,0,0,5,20,15:05,--,2000-12-04,Chelyabinsk,--,RUS,RUS,73,195,2019,2,61,20212022,N,Regular Season
Kyle Okposo,20212022,BUF,R,R,74,21,24,45,-15,43,0.61,11,29,8,14,2,2,0,1,174,12.1,16:47,49.7,1988-04-16,St. Paul,MN,USA,USA,72,216,2006,1,7,20072008,N,Regular Season
Jamie Oleksiak,20212022,SEA,L,D,72,1,16,17,-1,54,0.24,1,16,0,0,0,1,0,0,95,1.1,19:20,--,1992-12-21,Toronto,ON,CAN,CAN,79,252,2011,1,14,20122013,N,Regular Season
Mathieu Olivier,20212022,NSH,R,R,10,0,1,1,-3,14,0.1,0,1,0,0,0,0,0,0,5,0,10:06,0,1997-02-11,Biloxi,MS,USA,USA,73,226,--,--,--,20192020,N,Regular Season
Victor Olofsson,20212022,BUF,L,L,72,20,29,49,-16,6,0.68,13,36,7,12,0,1,0,6,164,12.2,15:23,0,1995-07-18,Ornskoldsvik,--,SWE,SWE,71,180,2014,7,181,20182019,N,Regular Season
Dmitry Orlov,20212022,WSH,L,D,76,12,23,35,25,44,0.46,10,31,2,4,0,0,1,4,127,9.5,20:58,--,1991-07-23,Novokuznetsk,--,RUS,RUS,71,214,2009,2,55,20112012,N,Regular Season
T.J. Oshie,20212022,WSH,R,R,44,11,14,25,-12,18,0.57,7,14,4,10,0,1,0,1,77,14.3,17:27,42.6,1986-12-23,Everett,WA,USA,USA,72,187,2005,1,24,20082009,N,Regular Season
Alex Ovechkin,20212022,WSH,R,L,77,50,40,90,8,18,1.17,33,60,16,29,1,1,0,5,334,15,20:34,30.8,1985-09-17,Moscow,--,RUS,RUS,75,238,2004,1,1,20052006,N,Regular Season
Brayden Pachal,20212022,VGK,R,D,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,9:46,--,1999-08-23,Estevan,SK,CAN,CAN,74,202,--,--,--,20212022,N,Regular Season
Max Pacioretty,20212022,VGK,L,L,39,19,18,37,8,33,0.95,15,25,4,12,0,0,0,4,148,12.8,17:23,22.2,1988-11-20,New Canaan,CT,USA,USA,74,217,2007,1,22,20082009,N,Regular Season
Jean-Gabriel Pageau,20212022,NYI,R,C,77,18,21,39,0,30,0.51,13,28,4,7,1,4,0,0,126,14.3,17:40,55.3,1992-11-11,Ottawa,ON,CAN,CAN,71,195,2011,4,96,20122013,N,Regular Season
Ondrej Palat,20212022,TBL,L,L,77,18,31,49,15,20,0.64,17,42,1,6,0,1,2,5,143,12.6,16:30,11.1,1991-03-28,Frydek-Mistek,--,CZE,CZE,72,194,2011,7,208,20122013,N,Regular Season
Kyle Palmieri,20212022,NYI,R,C,69,15,18,33,0,57,0.48,13,27,2,6,0,0,0,6,156,9.6,15:37,29.4,1991-02-01,Smithtown,NY,USA,USA,71,195,2009,1,26,20102011,N,Regular Season
Artemi Panarin,20212022,NYR,R,L,75,22,74,96,21,18,1.28,17,59,5,37,0,0,1,5,177,12.4,19:13,50,1991-10-30,Korkino,--,RUS,RUS,72,177,--,--,--,20152016,N,Regular Season
Richard Panik,20212022,NYI,L,R,4,0,1,1,-2,0,0.25,0,0,0,1,0,0,0,0,4,0,14:55,50,1991-02-07,Martin,--,SVK,SVK,74,203,2009,2,52,20122013,N,Regular Season
Cedric Paquette,20212022,MTL,L,C,24,0,2,2,-6,25,0.08,0,2,0,0,0,0,0,0,16,0,8:52,29.8,1993-08-13,Gaspe,QC,CAN,CAN,72,205,2012,4,101,20132014,N,Regular Season
Colton Parayko,20212022,STL,R,D,80,6,29,35,16,18,0.44,6,34,0,1,0,0,0,2,135,4.4,23:34,--,1993-05-12,St. Albert,AB,CAN,CAN,78,228,2012,3,86,20152016,N,Regular Season
Zach Parise,20212022,NYI,L,L,82,15,20,35,-2,28,0.43,11,26,2,7,2,2,0,4,138,10.9,15:17,37.3,1984-07-28,Minneapolis,MN,USA,USA,71,195,2003,1,17,20052006,N,Regular Season
David Pastrnak,20212022,BOS,R,R,72,40,37,77,13,20,1.07,25,51,15,26,0,0,1,9,312,12.8,18:36,33.3,1996-05-25,Havirov,--,CZE,CZE,72,200,2014,1,25,20142015,N,Regular Season
Greg Pateryn,20212022,ANA,R,D,10,1,1,2,0,10,0.2,1,2,0,0,0,0,0,0,16,6.3,14:07,--,1990-06-20,Sterling Heights,MI,USA,USA,74,221,2008,5,128,20122013,N,Regular Season
Nolan Patrick,20212022,VGK,R,C,25,2,5,7,1,6,0.28,2,6,0,1,0,0,0,0,34,5.9,11:30,48.3,1998-09-19,Winnipeg,MB,CAN,CAN,74,201,2017,1,2,20172018,N,Regular Season
Nick Paul,20212022,"OTT,TBL",L,L,80,16,16,32,-14,39,0.4,13,28,2,2,1,2,0,2,166,9.6,16:31,50.4,1995-03-20,Mississauga,ON,CAN,CAN,76,230,2013,4,101,20152016,N,Regular Season
Joe Pavelski,20212022,DAL,R,C,82,27,54,81,11,14,0.99,15,56,12,25,0,0,0,2,216,12.5,18:28,52.5,1984-07-11,Plover,WI,USA,USA,73,196,2003,7,205,20062007,N,Regular Season
Chase Pearson,20212022,DET,L,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6:45,50,1997-08-23,Cornwall,ON,CAN,CAN,75,202,2015,5,140,20212022,N,Regular Season
Tanner Pearson,20212022,VAN,L,L,68,14,20,34,9,30,0.5,13,31,1,3,0,0,0,2,159,8.8,16:03,35.1,1992-08-10,Kitchener,ON,CAN,CAN,73,207,2012,1,30,20132014,N,Regular Season
Matthew Peca,20212022,STL,L,C,5,0,1,1,-1,0,0.2,0,1,0,0,0,0,0,0,3,0,9:38,41.7,1993-04-27,Petawawa,ON,CAN,CAN,70,181,2011,7,201,20162017,N,Regular Season
Lane Pederson,20212022,SJS,R,C,29,0,2,2,-16,10,0.07,0,2,0,0,0,0,0,0,24,0,10:31,43.8,1997-08-04,Saskatoon,SK,CAN,CAN,73,196,--,--,--,20202021,N,Regular Season
Andrew Peeke,20212022,CBJ,R,D,82,2,13,15,-14,60,0.18,2,15,0,0,0,0,0,0,72,2.8,21:29,--,1998-03-17,Parkland,FL,USA,USA,75,214,2016,2,34,20192020,N,Regular Season
Adam Pelech,20212022,NYI,L,D,78,3,25,28,20,42,0.36,3,26,0,0,0,2,0,0,104,2.9,21:17,--,1994-08-16,Toronto,ON,CAN,CAN,75,210,2012,3,65,20152016,N,Regular Season
Cole Perfetti,20212022,WPG,L,C,18,2,5,7,1,0,0.39,2,6,0,1,0,0,0,1,21,9.5,14:09,0,2002-01-01,Whitby,ON,CAN,CAN,71,185,2020,1,10,20212022,N,Regular Season
Brendan Perlini,20212022,EDM,L,L,23,4,1,5,-2,6,0.22,4,5,0,0,0,0,0,0,24,16.7,8:22,0,1996-04-27,Guildford,--,GBR,GBR,75,211,2014,1,12,20162017,N,Regular Season
Jacob Perreault,20212022,ANA,R,R,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,11:05,--,2002-04-15,Montréal,QC,CAN,CAN,71,185,2020,1,27,20212022,N,Regular Season
Mathieu Perreault,20212022,MTL,L,C,25,4,5,9,2,4,0.36,4,8,0,1,0,0,0,0,27,14.8,11:15,50.7,1988-01-05,Drummondville,QC,CAN,CAN,70,189,2006,6,177,20092010,N,Regular Season
David Perron,20212022,STL,R,L,67,27,30,57,8,48,0.85,16,31,11,26,0,0,0,2,177,15.3,16:59,25,1988-05-28,Sherbrooke,QC,CAN,CAN,72,198,2007,1,26,20072008,N,Regular Season
Corey Perry,20212022,TBL,R,R,82,19,21,40,9,66,0.49,13,32,6,8,0,0,0,4,153,12.4,13:31,50,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,1,28,20052006,N,Regular Season
Scott Perunovich,20212022,STL,L,D,19,0,6,6,2,8,0.32,0,3,0,3,0,0,0,0,14,0,15:27,--,1998-08-18,Hibbing,MN,USA,USA,70,175,2018,2,45,20212022,N,Regular Season
Brett Pesce,20212022,CAR,R,D,70,7,21,28,5,39,0.4,6,25,1,3,0,0,1,3,148,4.7,21:42,--,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,3,66,20152016,N,Regular Season
Nic Petan,20212022,VAN,L,C,18,0,2,2,-2,4,0.11,0,1,0,1,0,0,0,0,21,0,10:17,30.4,1995-03-22,Delta,BC,CAN,CAN,69,175,2013,2,43,20152016,N,Regular Season
JJ Peterka,20212022,BUF,L,R,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16:08,--,2002-01-14,Munich,--,DEU,DEU,72,189,2020,2,34,20212022,N,Regular Season
Jacob Peterson,20212022,DAL,L,C,65,12,5,17,-1,12,0.26,12,16,0,1,0,0,0,5,85,14.1,11:04,51.3,1999-07-19,Lidkoping,--,SWE,SWE,73,180,2017,5,132,20212022,N,Regular Season
Jeff Petry,20212022,MTL,R,D,68,6,21,27,-11,36,0.4,6,23,0,3,0,1,0,1,124,4.8,22:07,--,1987-12-09,Ann Arbor,MI,USA,USA,75,208,2006,2,45,20102011,N,Regular Season
Elias Pettersson,20212022,VAN,L,C,80,32,36,68,1,12,0.85,20,39,10,27,2,2,0,3,192,16.7,18:36,44.1,1998-11-12,Sundsvall,--,SWE,SWE,74,176,2017,1,5,20182019,N,Regular Season
Marcus Pettersson,20212022,PIT,L,D,72,2,17,19,8,38,0.26,2,19,0,0,0,0,0,0,83,2.4,15:39,--,1996-05-08,Skelleftea,--,SWE,SWE,77,174,2014,2,38,20172018,N,Regular Season
Michael Pezzetta,20212022,MTL,L,L,51,5,6,11,-7,81,0.22,5,11,0,0,0,0,0,0,49,10.2,7:50,54.6,1998-03-13,Toronto,ON,CAN,CAN,73,219,2016,6,160,20212022,N,Regular Season
Isaak Phillips,20212022,CHI,L,D,4,0,0,0,-1,4,0,0,0,0,0,0,0,0,0,4,0,12:20,--,2001-09-28,Barrie,ON,CAN,CAN,75,205,2020,5,141,20212022,N,Regular Season
Alex Pietrangelo,20212022,VGK,R,D,80,13,31,44,7,42,0.55,9,27,3,13,1,4,0,0,227,5.7,24:39,--,1990-01-18,King City,ON,CAN,CAN,75,215,2008,1,4,20082009,N,Regular Season
Garrett Pilon,20212022,WSH,R,C,2,1,0,1,1,0,0.5,1,1,0,0,0,0,0,0,1,100,9:25,44.4,1998-04-13,Mineola,NY,USA,CAN,72,192,2016,3,87,20202021,N,Regular Season
Shane Pinto,20212022,OTT,R,C,5,0,1,1,0,2,0.2,0,0,0,1,0,0,0,0,5,0,12:57,32.7,2000-11-12,Franklin Square,NY,USA,USA,75,204,2019,2,32,20202021,N,Regular Season
Neal Pionk,20212022,WPG,R,D,77,3,31,34,5,46,0.44,2,22,1,12,0,0,0,1,140,2.1,21:08,--,1995-07-29,Omaha,NE,USA,USA,72,190,--,--,--,20172018,N,Regular Season
Rem Pitlick,20212022,"MIN,MTL",L,C,66,15,22,37,-8,24,0.56,14,35,0,1,1,1,0,1,65,23.1,14:59,44.9,1997-04-02,Ottawa,ON,CAN,CAN,71,186,2016,3,76,20182019,N,Regular Season
Tyler Pitlick,20212022,"CGY,MTL",R,C,39,1,4,5,-11,6,0.13,1,5,0,0,0,0,0,0,36,2.8,10:56,40,1991-11-01,Minneapolis,MN,USA,USA,74,199,2010,2,31,20132014,N,Regular Season
Vasily Podkolzin,20212022,VAN,L,R,79,14,12,26,7,26,0.33,12,23,2,3,0,0,0,3,115,12.2,12:48,42.1,2001-06-24,Moscow,--,RUS,RUS,73,190,2019,1,10,20212022,N,Regular Season
Ryan Poehling,20212022,MTL,L,C,57,9,8,17,-21,6,0.3,7,15,2,2,0,0,0,1,91,9.9,12:12,46.4,1999-01-03,Lakeville,MN,USA,USA,74,204,2017,1,25,20182019,N,Regular Season
Austin Poganski,20212022,WPG,R,R,16,0,0,0,-3,7,0,0,0,0,0,0,0,0,0,9,0,9:19,--,1996-02-16,St. Cloud,MN,USA,USA,73,206,2014,4,110,20192020,N,Regular Season
Brayden Point,20212022,TBL,R,C,66,28,30,58,-5,33,0.88,18,36,10,22,0,0,2,4,176,15.9,19:28,51.1,1996-03-13,Calgary,AB,CAN,CAN,71,175,2014,3,79,20162017,N,Regular Season
Tucker Poolman,20212022,VAN,R,D,40,1,2,3,2,12,0.08,1,3,0,0,0,0,0,0,47,2.1,17:00,--,1993-06-08,Dubuque,IA,USA,USA,74,199,2013,5,127,20172018,N,Regular Season
Andrew Poturalski,20212022,CAR,R,C,2,0,2,2,-1,0,1,0,0,0,2,0,0,0,0,4,0,10:09,42.9,1994-01-14,Williamsville,NY,USA,USA,70,187,--,--,--,20162017,N,Regular Season
